RespId,weight_PID,complete_status,Q1_1,Q1_2,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_7,Q3_8,Q4,Q5,QPID,PPWORKA,ABCAGE,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppemploy,ppt18ov,ppkid017,xspanish,xparty4,xurbanicity,Contact
260840329,.5187,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,A Democrat,Retired,65+,76,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$75,000 to $99,999",Now Married,Non-Metro,South,East South Central,Owned or being bought by you or someone in your household,Alabama,Not working,2,0,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840330,2.1084,qualified,Unfavorable,Favorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Both equally,"Didn’t read, see, or hear about the State of the Union address",Something else,Other,30-49,47,Bachelors degree or higher,Bachelor’s degree,"Black, Non-Hispanic",Female,4,One-family condo or townhouse attached to other units,"$75,000 to $99,999",Now Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,Arizona,Working full-time,2,2,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840331,1.0902,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,An independent,Employed full-time (by someone else),30-49,49,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$150,000 or more",Never married,Metro,NorthEast,New England,Owned or being bought by you or someone in your household,Connecticut,Working full-time,2,0,English,Independent,Suburban,"Yes, I am willing to be interviewed"
260840332,.7725,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,A Republican,Employed full-time (by someone else),30-49,36,Some college,Some college or Associate degree,Hispanic,Male,5,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Non-Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Working full-time,2,3,English,Independent,Suburban,"Yes, I am willing to be interviewed"
260840333,.9097,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,An independent,Self-employed,65+,65,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$100,000 to $149,999",Divorced,Metro,NorthEast,New England,Owned or being bought by you or someone in your household,Massachusetts,Working full-time,1,1,English,Republican,Suburban,"Yes, I am willing to be interviewed"
260840334,1.2058,qualified,Favorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,A Democrat,Employed full-time (by someone else),18-29,20,Some college,Some college or Associate degree,"Black, Non-Hispanic",Male,5,A one-family house detached from any other house,"$150,000 or more",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,California,Working full-time,5,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840335,1.4456,qualified,No opinion,No opinion,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",Something else,Homemaker,30-49,41,Less than high school,No high school diploma or GED,"White, Non-Hispanic",Female,2,"Other (mobile home, boat, RV, van, etc.)","$10,000 to $24,999",Now Married,Metro,South,West South Central,Rented for cash,Oklahoma,Not working,2,0,English,Independent,Rural,"No, I am not willing to be interviewed"
260840336,.9167,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,A Republican,Employed full-time (by someone else),30-49,47,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,MidWest,West North Central,Owned or being bought by you or someone in your household,Missouri,Working full-time,2,0,English,Republican,Rural,"No, I am not willing to be interviewed"
260840337,.8244,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),65+,66,Some college,Some college or Associate degree,"Black, Non-Hispanic",Female,1,Building with 2 or more apartments,"$100,000 to $149,999",Now Married,Metro,NorthEast,New England,Owned or being bought by you or someone in your household,Massachusetts,Working part-time,1,0,English,Independent,Urban,"Yes, I am willing to be interviewed"
260840338,1.3721,qualified,Favorable,Unfavorable,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,An independent,Employed full-time (by someone else),18-29,27,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,Building with 2 or more apartments,"$150,000 or more",Never married,Metro,MidWest,West North Central,Rented for cash,Minnesota,Working full-time,2,0,English,Independent,Urban,"No, I am not willing to be interviewed"
260840339,1.3162,qualified,No opinion,Unfavorable,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",An independent,Full-time student,18-29,21,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$150,000 or more",Never married,Metro,NorthEast,New England,Owned or being bought by you or someone in your household,Massachusetts,Not working,4,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840340,1.0902,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),30-49,46,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,One-family condo or townhouse attached to other units,"$150,000 or more",Now Married,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,New York,Working full-time,2,2,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840341,.8148,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,A Republican,Retired,65+,76,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$75,000 to $99,999",Now Married,Non-Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,Pennsylvania,Not working,2,0,English,Republican,Rural,"Yes, I am willing to be interviewed"
260840342,1.365,qualified,Favorable,Unfavorable,Approve,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,Something else,Employed part-time (by someone else),30-49,30,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,1,One-family condo or townhouse attached to other units,"Less than $10,000",Never married,Metro,West,Pacific,Rented for cash,Oregon,Working part-time,1,0,English,Independent,Urban,"No, I am not willing to be interviewed"
260840343,1.079,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",A Republican,Employed full-time (by someone else),18-29,28,Bachelors degree or higher,Bachelor’s degree,"2+ Races, Non-Hispanic",Male,3,One-family condo or townhouse attached to other units,"$25,000 to $49,999",Never married,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,New York,Working full-time,3,0,English,Republican,Urban,"Yes, I am willing to be interviewed"
260840344,.8155,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,A Democrat,Employed part-time (by someone else),30-49,38,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,Building with 2 or more apartments,"$100,000 to $149,999",Now Married,Metro,MidWest,East North Central,Rented for cash,Ohio,Working part-time,2,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840345,1.2835,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),30-49,30,High school,High school graduate (high school diploma or the equivalent GED),"Other, Non-Hispanic",Male,6. Six or more,A one-family house detached from any other house,"$50,000 to $74,999",Now Married,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,New Jersey,Working full-time,2,4,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840346,1.2555,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,A Republican,Employed full-time (by someone else),30-49,47,Less than high school,No high school diploma or GED,"White, Non-Hispanic",Female,2,"Other (mobile home, boat, RV, van, etc.)","$100,000 to $149,999",Divorced,Non-Metro,South,East South Central,Owned or being bought by you or someone in your household,Alabama,Working full-time,2,0,English,Republican,Rural,"No, I am not willing to be interviewed"
260840347,1.5499,qualified,Unfavorable,Unfavorable,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),50-64,51,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,Colorado,Working full-time,2,0,English,Independent,Rural,"No, I am not willing to be interviewed"
260840348,.6694,qualified,No opinion,Unfavorable,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Employed full-time (by someone else),30-49,41,High school,High school graduate (high school diploma or the equivalent GED),"Other, Non-Hispanic",Male,3,A one-family house detached from any other house,"$25,000 to $49,999",Now Married,Metro,West,Mountain,Rented for cash,Arizona,Working full-time,2,1,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840349,.6079,qualified,Favorable,Unfavorable,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),50-64,57,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,3,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Wisconsin,Working full-time,2,1,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840350,1.2984,qualified,Favorable,Unfavorable,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Neither,The same as you expected,An independent,Employed part-time (by someone else),18-29,21,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$150,000 or more",Never married,Metro,West,Mountain,Owned or being bought by you or someone in your household,Arizona,Working part-time,4,0,English,Independent,Urban,"No, I am not willing to be interviewed"
